ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IN_SOURCE_LANGUAGE_GROUP
Backstrom-1992-210f-199	196	you speak!	1623	SPEAK	Shina
Backstrom-1992-210f-200	197	you listen!/hear!	1408	HEAR	Shina
Backstrom-1992-210f-201	198	you look!/see!	1819	LOOK	Shina
Backstrom-1992-210f-202	199	I	1209	I	Shina
Backstrom-1992-210f-203	200	you	1215	THOU	Shina
Backstrom-1992-210f-205	201	he	1211	HE	Shina
Backstrom-1992-210f-206	202	she	1834	SHE	Shina
Backstrom-1992-210f-207	203	we	1212	WE	Shina
Backstrom-1992-210f-209	204	you (plural)	1213	YOU	Shina
Backstrom-1992-210f-210	205	they	817	THEY	Shina
